Name,User,Artist,Playlist,Playlist ID,Lyrics,Tokenized Lyrics,Sentiment Score
Track Shoes,Hassan,['Rence'],straight vibin,62aap5B2EcMMcQ3DWNoB6L,"Track Shoes Lyrics
Someone told me you ain't really been the same these days
How come, last I check in you were doing great
What changed?

[Pre-Chorus]
Next time you think that your powers are gone cause somebody said that you're not what they want
Just remember you saved me before we moved on
And you're still in my head like my favorite song


I spent days and nights thinkin' bout you
You ran round my mind, you're Nike track shoes
You left scars on my skin, I call 'em tattoos
Whеn anyone asks me about you
'Cause еveryone asks me about you

I spent days and nights thinkin' bout you
You ran round my mind, you're Nike track shoes
You left scars on my skin, I call 'em tattoos
When anyone asks me about you
'Cause everyone asks me about you


People that I know, from the life I lived before
They tend to think that nothing changes, but that's not possible
I just wanna move on from ya, on from ya, on from ya
But you still got a lock and key over my supersonic soul

[Pre-Chorus]
Next time you think that your powers are gone cause somebody said that you're not what they want
Just remember you saved me before we moved on
And you're still in my head like my favorite song


I spent days and nights thinkin' bout you
You ran round my mind, you're Nike track shoes
You left scars on my skin, I call 'em tattoos
When anyone asks me about you
'Cause everyone asks me about you


I spent days and nights thinkin' bout you
You ran round my mind, you're Nike track shoes
You left scars on my skin, I call 'em tattoos
When anyone asks me about you
'Cause everyone asks me

If anyone asks, you're doing great
Keeping the plants alive at your place
Don't get sad 'cause your heart don't break
It's all good, love, it's all great
If anyone asks, you're doing great
Keeping the plants alive at your place
Don't get sad 'cause your heart don't break
It's all good, love, it's all great


I spent days and nights thinkin' bout you
You ran round my mind, you're Nike track shoes
You left scars on my skin, I call 'em tattoos
When anyone asks me about you
'Cause everyone asks me about you


I spent days and nights thinkin' bout you
You ran round my mind, you're Nike track shoes
You left scars on my skin, I call 'em tattoos
When anyone asks me about you
'Cause everyone asks me about youEmbed",track shoes lyrics tell ai day come check great change pre chorus time think power go cause somebody say want remember save move head like favorite song spend day night thinkin bout run round mind nike track shoe leave scar skin tattoo ask ask spend day night thinkin bout run round mind nike track shoe leave scar skin tattoo ask ask people know life live tend think change possible wanna ya ya ya get lock key supersonic soul pre chorus time think power go cause somebody say want remember save move head like favorite song spend day night thinkin bout run round mind nike track shoe leave scar skin tattoo ask ask spend day night thinkin bout run round mind nike track shoe leave scar skin tattoo ask ask ask great keep plant alive place sad heart break good love great ask great keep plant alive place sad heart break good love great spend day night thinkin bout run round mind nike track shoe leave scar skin tattoo ask ask spend day night thinkin bout run round mind nike track shoe leave scar skin tattoo ask ask youembe,{'compound': 0.9941}
Secrets,Hassan,['Landon Cube'],straight vibin,62aap5B2EcMMcQ3DWNoB6L,"Secrets Lyrics
I got codeine in my body, shawty can't quit the snow
I had the time to think about it, couple things you should know
Could've copped a Maserati all the money you blow
But you know what can't be bought is all the times that you know
That we had, that we had, that we had

[Pre-Chorus]
Since way back, we played my tracks
And booked them one way flights, we ain't look back
No no, we ain't look back, I ain't that fast
No no, we can't look back, not in the past now

All the secrets that you kept down low
And the cigarettes that you ashed on my bathroom floor
I've been waiting, thinking I'll maybe see you crack a smile
But it doesn't seem like you've been very happy for a whilе
All the secrets that you kеpt down low
And the cigarettes that you ashed on my bathroom floor
I've been thinking for a while that you may be in denial
'Cause it doesn't seem like you've been very happy for a while


And you said you'd be leaving them drugs
But I kissed your lips and my lips went numb
And you said ""ain't no need to break up""
But I think it's time that we just be done
Honey your head ain't in the right place
So it ain't right to place no blame on you
Oh honey I think that you're lost inside of your brain
And you think that you know everything
But you don't


All the secrets that you kept down low
And the cigarettes that you ashed on my bathroom floor
I've been waiting, thinking I'll maybe see you crack a smile
But it doesn't seem like you've been very happy for a while
All the secrets that you kept down low
And the cigarettes that you ashed on my bathroom floor
I've been thinking for a while that you may be in denial
'Cause it doesn't seem like you've been very happy for a while

'Cause it doesn’t seem like you’ve been very happy for a while
It doesn’t seem like you’ve been very happy for a whileEmbed",secret lyrics get codeine body shawty quit snow time think couple thing know cop maserati money blow know buy time know pre chorus way play track book way flight ai look ai look ai fast look past secret keep low cigarette ash bathroom floor wait think maybe crack smile like happy secret low cigarette ash bathroom floor think denial like happy say leave drug kiss lip lip go numb say ai need break think time honey head ai right place ai right place blame oh honey think lose inside brain think know secret keep low cigarette ash bathroom floor wait think maybe crack smile like happy secret keep low cigarette ash bathroom floor think denial like happy like happy like happy whileembed,{'compound': 0.9853}
summer&cigarettes,Hassan,['sammy rash'],straight vibin,62aap5B2EcMMcQ3DWNoB6L,"Summer&Cigarettes Lyrics
Summer days and cigarettes
Say you don't have no regrets, but
You gon' regret that tomorrow
Underpaid and overstressed
Apartment clean, but life's a mess
Finding a lesson in lost hope
'Cause you been drinking out the bottle
Losing track of time
Curved just like a model
But you're always doing lines
Got your hand up on a throttle
90 in a 25
Girl, slow it down
You won't make it out alive

City lights and conversations
People you don't like
Wasting nights in strangers' basements
Say you're doing fine
Pretty eyes arе always vacant
Maybe it's a sign
Just 'cause you're a star
No, it doеsn't mean you shine


Summer days and cigarettes
Say you don't have no regrets, but
You gon' regret that tomorrow
Underpaid and overstressed
Apartment clean, but life's a mess
Finding a lesson in lost hope (Oh, oh)
Staying up and sleeping late
Say you're done and leave LA
Every day, the same thing, girl
I don't think you could ever change
No, you were never mine
You belong to every guy
I see the truth, but you're blinded by the pretty lights


City lights and conversations
People you don't like
Wasting nights in strangers' basements
Say you're doing fine
Pretty eyes are always vacant
Maybe it's a sign
Just 'cause you're a star
No, it doesn't mean you shine

City lights and conversations
People you don't like
Wasting nights in strangers' basements
Say you're doing fine
Pretty eyes are always vacant
Maybe it's a sign
Just 'cause you're a star
No, it doesn't mean you shineEmbed",lyric summer day cigarette regret gon regret tomorrow underpaid overstress apartment clean life mess find lesson lose hope drink bottle lose track time curve like model line got hand throttle girl slow wo alive city light conversation people like wasting night stranger basement fine pretty eye vacant maybe sign star mean shine summer day cigarette regret gon regret tomorrow underpaid overstress apartment clean life mess find lesson lost hope oh oh stay sleep late leave la day thing girl think change belong guy truth blind pretty light city light conversation people like wasting night stranger basement fine pretty eye vacant maybe sign star mean shine city light conversation people like wasting night stranger basement fine pretty eye vacant maybe sign star mean shineembe,{'compound': 0.891}
time flies,Hassan,['dempsey hope'],straight vibin,62aap5B2EcMMcQ3DWNoB6L,"​time flies Lyrics
I think about the times we had in 2018
I think about what could've made you fucking hate me
I think about when you left me in 2020
Visions clearer than it's ever been but you still no good for me, yeah
I think about the times we had in 2018
I think about what could've made you fucking hate me
I think about when you left me in 2020
Visions clearer than it's ever been but you still no good for me, yeah, yeah


Time flies and I remember all of the late nights
Sitting doing nothing together
Watching the leaves fall off the trees in late September
Now you never call, I thought that I'd have you forever
But time flies
I didn't know that you would leave, I didn't see the signs
This wasn't easy, best believe I had a hard time
You're the final puzzle piece I need to solve mine
You fit just right (yeah)

I think about the times we had in 2018
I think about what could've made you fucking hate me
I think about when you left me in 2020
Visions clearer than it's ever been but you still no good for me, yeah
I think about the times we had in 2018
I think about what could've made you fucking hate me
I think about when you left me in 2020
Visions clearer than it's ever been but you still no good for me, yeah, yeah


I know that things have been rough and it just ain't what it was
I don't wanna give up, I wanna fight for us
I really wanna be fine, you really wanna be right
It will take both sides
Guess this is goodbye, guess this is goodbye
I miss you big time
I think I might cry without you by my side
You tried to calm me down, you see I'm freaking out
Maybe you'll stay now, maybe you'll stay now


I think about the times we had in 2018
I think about what could've made you fucking hate me
I think about when you left me in 2020
Visions clearer than it's ever been but you still no good for me, yeah
I think about the times we had in 2018
I think about what could've made you fucking hate me
I think about when you left me in 2020
Visions clearer than it's ever been but you still no good for me, yeah, yeah1Embed",fly lyrics think time think fucking hate think leave vision clear good yeah think time think fucking hate think leave vision clear good yeah yeah time fly remember late night sit watch leave fall tree late september think forever time fly know leave sign easy good believe hard time final puzzle piece need solve fit right yeah think time think fucking hate think leave vision clear good yeah think time think fucking hate think leave vision clear good yeah yeah know thing rough ai wanna wanna fight wanna fine wanna right side guess goodbye guess goodbye miss big time think cry try calm freak maybe stay maybe stay think time think fucking hate think leave vision clear good yeah think time think fucking hate think leave vision clear good yeah,{'compound': 0.977}
Faithful (feat. Marc E. Bassy),Hassan,"['G-Eazy', 'Marc E. Bassy']",straight vibin,62aap5B2EcMMcQ3DWNoB6L,"New Music Friday 9/24/21 LyricsColdplay - My Universe
Giveon - For Tonight
YoungBoy Never Broke Again - No Where
Gunna - Too Easy
KAROL G - SEJODIOTO
Zoe Wees - That’s How It Goes (feat. 6LACK)
Elton John - After All
Joyner Lucas - Your Heart
Moneybagg Yo - Wockesha (with Lil Wayne & Ashanti) - Remix
bbno$ - i remember
G-Eazy - Faithful (feat. Marc E. Bassy)
Lucky Daye - Over
Latto - Big Energy
BIA - BESITO (feat. G Herbo)
Coi Leray - TWINNEM
Griff - Solar Power - Spotify Singles
Mickey Guyton - Lay It On Me
Alessia Cara - Best Days
EKKSTACY - it only gets worse, i promise
RÜFÜS DU SOL - On My Knees
Natti Natasha - Imposible Amor
James Blake - Hope She'll Bе Happier - Spotify Singles
FINNEAS - A Little Closеr (FINNEAS Version) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack
The Lumineers - BRIGHTSIDE
Myke Towers - Experimento
ROLE MODEL - death wish
Trevor Daniel - Alone
Lakeyah - In Person (feat. OG Parker, Tyga)
reggie - Avalanche
Montell Fish - Wings
KIRBY - Can We Be Friends?
Ben Böhmer - Home
James Arthur - Emily
JESSIA - First Call
Whitney Houston - How Will I Know
Alina Baraz - If You Let Me
Morray - Bad Situations
Payday - Vampire (feat. Danny Brown)
Princess Nokia - Boys Are From Mars (feat. Yung Baby Tate)
Aitch - Party Round My Place (feat. Avelino & Toddla T)
Disclosure - Observer Effect
Nina Nesbitt - Life's a Bitch (L.A.B)
Harley Alaska - Lose You Too
X Ambassadors - Beautiful Liar
RaeLynn - Get That All The Time (feat. Mitchell Tenpenny)
Kidd G - Down Home Boy
alt-J - U&ME
Sufjan Stevens - It’s Your Own Body And Mind
Amber Mark - What It Is
Sheff G - Drum Dummy
Bankrol Hayden - Come Through (feat. Lil Tecca)
MASN - Strawberry Huracan
Amy Allen - A Woman's World
Daya - What If I Told You (Original Music from The L Word: Generation Q)
Matteo Bocelli - Solo
Ne-Yo - What If
Don Omar - Flow HP
Remble - Rocc Climbing (feat. Lil Yachty)
Co Cash - HIM (feat. Yo Gotti) 🕒
Kari Faux - Chattin' Shit
Paris Texas - girls like drugs
mehro - howling
Chloe George - Peachi
Nao - Burn Out
Godford - Say My Name
Two Friends - Love Love
ITZY - LOCO
L Devine - Die On The Dancefloor
Lourdiz - Get Along (feat. Shenseea)
Wisin - Emojis de Corazones (feat. Los Legendarios)
D Smoke - Good Thing
22Gz - Retaliation
Token - High Heels (feat. Rico Nasty)
midwxst - LA (feat. KA$HDAMI)
Sans Soucis - Games
Gabriels - Blame
Oh Wonder - 22 Break
Ant Saunders - All Damn Day!
AVIV - love of your life
Pia Mia - Only One 🐚
Lola Young - FAKE
Boys Noize - Affection
UNIIQU3 - Unavailable 🕒
Georgia Greene - Have You Thought About Me With Somebody Else
Wrabel - wish you well
Wabie - Holly Holly 🐚
The Regrettes - Monday
Cold War Kids - I Can't Walk Away
Parquet Courts - Black Widow Spider
Tom Morello - Let’s Get The Party Started (feat. Bring Me The Horizon)
The Score - Pull The Cord
Billy Strings - Heartbeat Of America
Lime Cordiale - Apple Crumble
The Greeting Committee - Make Out
Alt Bloom - High School
Dora Jar - Scab Song
a kid named rufus - i feel good sometimes
Neptune - Strawberry Lemonade
Badflower - Only Love
Guns N' Roses - Hard SkoolEmbed",new music friday lyricscoldplay universe giveon tonight youngboy break gunna easy karol g sejodioto zoe wees go feat elton john joyner lucas heart moneybagg yo wockesha lil wayne ashanti remix remember g eazy faithful feat marc bassy lucky daye latto big energy bia besito feat g herbo coi leray twinnem griff solar power spotify singles mickey guyton lay alessia cara best days ekkstacy get bad promise du sol knees natti natasha imposible amor james blake hope happier spotify singles finneas little finneas version dear evan hansen original motion picture soundtrack lumineers brightside myke towers experimento role model death wish trevor daniel lakeyah person feat og parker tyga reggie avalanche montell fish wings kirby friend ben home james arthur emily jessia whitney houston know alina baraz let morray bad situations payday vampire feat danny brown princess nokia boys mars feat yung baby tate aitch party round place feat avelino toddla t disclosure observer effect nina nesbitt life bitch harley alaska lose x ambassadors beautiful liar raelynn time feat mitchell tenpenny kidd g home boy alt j sufjan stevens body mind amber mark sheff g drum dummy bankrol hayden come feat lil tecca masn strawberry huracan amy allen woman world daya tell original music l word generation q matteo bocelli solo ne yo don omar flow hp remble rocc climbing feat lil yachty co cash feat yo gotti kari faux chattin shit paris texas girl like drug mehro howl chloe george peachi nao burn godford friends love love itzy loco l devine die dancefloor lourdiz feat shenseea wisin emojis de corazones feat los legendarios d smoke good thing retaliation token high heels feat rico nasty midwxst la feat sans soucis games gabriels blame oh wonder break ant saunders damn day aviv love life pia mia lola young fake boys noize affection unavailable georgia greene think somebody wrabel wish wabie holly holly regrettes monday cold war kids walk away parquet courts black widow spider tom morello let party start feat bring horizon score pull cord billy strings heartbeat america lime cordiale apple crumble greeting committee alt bloom high school dora jar scab song kid name rufus feel good neptune strawberry lemonade badflower love guns n roses hard skoolembed,{'compound': 0.9891}
stranger to me,Hassan,['Zachary Knowles'],straight vibin,62aap5B2EcMMcQ3DWNoB6L,"​stranger to me Lyrics
I think we're running out of things to say
Come in the room and you just walk away, walk away
Show me you care, just pick a fight with me
'Cause I'd rather try than go out quietly, quietly

[Pre-Chorus]
Whoever said things get better with time was a liar
I'm tired and you're letting go


We're so far away from the place that we started
It feels like we're strangers in this apartment
I don't know what changed, this was all that we wanted
You used to be my daydream, baby
Now you're just a stranger to me
(Oh-oh, oh-oh) Stranger to me
(Oh-oh, oh-oh)

We leave our problems for another day
'Cause I don't think we'd solve 'em anyways, anyways
You've got a head full of issues
Turn away when I kiss you
So sad to me
Wasn't meant to be

[Pre-Chorus]
Whoever said things get better with time was a liar
I'm tired and you're letting go


We're so far away from the place that we started
It feels like we're strangers in this apartment
I don't know what changed, this was all that we wanted
You used to be my daydream, baby
Now you're just a stranger to me
We're so far away from the place that we started
It feels like we're strangers in this apartment
I don't know what changed, this was all that we wanted
You used to be my daydream, baby
Now you're just a stranger to me
(Oh-oh, oh-oh) Stranger to me
(Oh-oh, oh-oh)
(Oh-oh, oh-oh)

You used to be my daydream, baby
Now you're just a stranger to meEmbed",lyrics think run thing come room walk away walk away care pick fight try quietly quietly pre chorus say thing well time liar tired let far away place start feel like stranger apartment know change want daydream baby stranger oh oh oh oh stranger oh oh oh oh leave problem day think solve anyways anyways get head issue turn away kiss sad mean pre chorus say thing well time liar tired let far away place start feel like stranger apartment know change want daydream baby stranger far away place start feel like stranger apartment know change want daydream baby stranger oh oh oh oh stranger oh oh oh oh oh oh oh oh daydream baby stranger meembe,{'compound': -0.3818}
Mexico City,Hassan,['Quinn XCII'],straight vibin,62aap5B2EcMMcQ3DWNoB6L,"Mexico City Lyrics
One day, he was standin' on the 105
Stickin' out his thumb because he needs a ride
A girl pulled over and picked him up
She asked him if the President should get impeached
She grew up democratic on Laguna Beach
He said, ""I'm just a stranger, love
But I think we're gonna be good friends""
Save up our paychecks, buy a new Benz
Try all the boujee little food trends
And no one will yell whenever we spend our money

She said, ""Let's go, let's go, let's go, let's go, let's go
Go down to Mexico City
Fuck around and get drunk""
He said, ""Let's go, let's go, let's go, and we'll never leave
Down here in Mexico City
Livin' out of your trunk""


She says, ""Do we wanna stay?"" and he goes, ""Yes, we do""
Order takeout every Sunday and watch SVU
Their lives can't get much better, they both thought
By the TV, they talk college and their tough finals
They're in heaven, they don't even mind the subtitles
Their lives can't get much better
Then they left and bought all of the new clothes
Use up their minutes on their new phones
Never have chores 'cause they don't do those
Hit up the bank, ask for a new loan
For more money


She said, ""Let's go, let's go, let's go, let's go, let's go
Go down to Mexico City
Fuck around and get drunk""
He said, ""Let's go, let's go, let's go, and we'll never leave
Down here in Mexico City
Livin' out of your trunk""

Satellites in the sky, yeah, they think it's a sign
They should probably get back home
Out of sight, out of mind, that's like most of the time
They don't wanna go home
Satellites in the sky, yeah, they think it's a sign
They should probably get back home
Out of sight, out of mind, that's like most of the time
They don't wanna go home


She said, ""Let's go, let's go, let's go, let's go, let's go
Go down to Mexico City
Fuck around and get drunk""
He said, ""Let's go, let's go, let's go, and we'll never leave
Down here in Mexico City
Livin' out of your trunk""1Embed",mexico city lyrics day standin stickin thumb need ride girl pull pick ask president impeach grow democratic laguna beach say strange love think gon na good friend save paycheck buy new benz try boujee little food trend yell spend money say let let let let let mexico city fuck drunk say let let let leave mexico city livin trunk say wanna stay go yes order takeout sunday watch svu life well think tv talk college tough final heaven mind subtitle life well leave buy new clothe use minute new phone chore hit bank ask new loan money say let let let let let mexico city fuck drunk say let let let leave mexico city livin trunk satellite sky yeah think sign probably home sight mind like time wanna home satellite sky yeah think sign probably home sight mind like time wanna home say let let let let let mexico city fuck drunk say let let let leave mexico city livin,{'compound': 0.8834}
Never Go Back,Hassan,['Dennis Lloyd'],straight vibin,62aap5B2EcMMcQ3DWNoB6L,"Never Go Back Lyrics
I never go back, no, no, no
I never go, I never go back
I never go back, no, no, no
I never go, I never go back


It's not my baby, not the girl I knew then
Not the girl I know now, anymore
I wanna leave you, ""Baby don’t you leave me
Baby don't you love me? Mi amor""

Always look around girl, try to see the good things
Why you always say that you've never done wrong?
""Why you never hold me? Tell me that you love me
Why you always say that you’d never let go?""

[Post-Chorus]
I never go back, no, no, no
I never go, I never go back
I never go back, no, no, no
I never go, I never go back


I wanna do this, ""I don't wanna do this""
Girl, we shouldn't do this anymore""
""Quiero dejarte, no me necesitas?
Por que siempre dices, eso mi amor?""


Always look around girl, try to see the good things
Why you always say that you've never done wrong?
""Why you never hold me? Tell me that you love me
Why you always say that you'd never let go?""

[Post-Chorus]
I never go back, no, no, no
I never go, I never go back
I never go back, no, no, no
I never go, I never go back
(I never go back)

I wanna leave you, wanna leave you
But I can't let go (I can't do it)
I wanna leave you, wanna leave you
But I can't let go (I can’t do it)
I wanna leave you, wanna leave you
But I can’t let go (I can't do it)
I wanna leave you, wanna leave you
But I can’t let go (I can't do it)


Always look around girl, try to see the good things
(I wanna leave you, wanna leave you)
Why you always say that you never done wrong?
(But I can't let go)
""Why you never hold me? Tell me that you love me
(I wanna leave you, wanna leave you)
Why you always say that you'd never let go?""
(But I can’t let go)

[Post-Chorus]
I never go back, no, no, no
I never go, I never go back
I never go back, no, no, no
I never go, I never go back



Always look around girl, try to see the good things
Why you always say that you've never done wrong?
""Why you never hold me? Tell me that you love me
Why you always say that you'd never let go?""


I never go back, no, no, no
I never go, I never go back
I never go back, no, no, no
I never go, I never go back6Embed",lyrics baby girl know girl know anymore wanna leave baby leave baby love mi amor look girl try good thing wrong hold tell love let post chorus wanna wanna girl anymore quiero dejarte necesita por que siempre dice eso mi amor look girl try good thing wrong hold tell love let post chorus wanna leave wanna leave let wanna leave wanna leave let wanna leave wanna leave let wanna leave wanna leave let look girl try good thing wanna leave wanna leave wrong let hold tell love wanna leave wanna leave let let post chorus look girl try good thing wrong hold tell love let,{'compound': 0.9786}
dancing in the kitchen,Hassan,['Zachary Knowles'],straight vibin,62aap5B2EcMMcQ3DWNoB6L,"​dancing in the kitchen Lyrics
I wanna twirl you 'round the kitchen
Don't worry bout no dirty dishes
Not tryna do nothing ambitious, yeah
I just wanna dance with you
Let's act like we're just on vacation
Put Frank Sinatra on rotation
We're taking off like on a spaceship, yeah
I'm just catching vibes with you, ooh (Vibes with you, ooh-ooh)

[Pre-Chorus]
Let's put the stress to the side
You and I, we can have a good time

We don't need a trip, we don't need a getaway
Inside of this bedroom, laying all day
I think it's fine, aye, aye (Fine, aye, aye)
Stuck inside, aye, aye (Stuck inside, aye, aye)
We don't need a trip, wе don't need a getaway
Inside of this bedroom, laying all day
I think it's finе aye aye (Fine, aye, aye)
Stuck inside, aye, aye (Stuck inside)


Let's get dressed up for no occasion
We've got this time, I'm tryna waste it
Let's throw out all our obligations, yeah
I just wanna be with you, ooh (Be with you, ooh-ooh)
Why don't we go and put our phones down (Phones down, phones down)
No need to worry 'bout 'em right now (Right now, right now)
We'll stay up talking 'til it's light out (Ooh), yeah
I just wanna lay with you (Ooh, ooh-ooh)
Lay with you, ooh

[Pre-Chorus]
Let's put the stress to the side
You and I, we can have a good time


We don't need a trip, we don't need a getaway
Inside of this bedroom, laying all day
I think it's funny, aye, aye (Funny, aye, aye)
Stuck inside, aye, aye (Stuck inside, aye, aye)
We don't need a trip, we don't need a getaway
Inside of this bedroom, laying all day
I think it's fine aye aye (Fine, aye, aye)
Stuck inside, aye, aye (Stuck inside)

(Ooh, ooh-ooh-ooh)
I think it's funny, aye, aye (Ooh, ooh-ooh-ooh)
Stuck inside, aye, aye (Stuck inside, aye, aye)
We don't need a trip, we don't need a getaway
Inside of this bedroom, laying all day
I think it's fine aye aye (Fine, aye, aye)
Stuck inside, aye, ayeEmbed",kitchen lyrics wanna twirl round kitchen worry bout dirty dish tryna ambitious yeah wanna dance let act like vacation frank sinatra rotation take like spaceship yeah catch vibe ooh vibes ooh ooh pre chorus let stress good time need trip need getaway inside bedroom lay day think fine aye aye fine aye aye stuck inside aye aye stuck inside aye aye need trip need getaway inside bedroom lay day think aye aye fine aye aye stuck inside aye aye stick inside let dress occasion get time tryna waste let throw obligation yeah wanna ooh ooh ooh phone phone phone need worry right right right stay talk til light ooh yeah wanna lie ooh ooh ooh lie ooh pre chorus let stress good time need trip need getaway inside bedroom lay day think funny aye aye funny aye aye stuck inside aye aye stuck inside aye aye need trip need getaway inside bedroom lay day think fine aye aye fine aye aye stuck inside aye aye stick inside ooh ooh ooh ooh think funny aye aye ooh ooh ooh ooh stuck inside aye aye stuck inside aye aye need trip need getaway inside bedroom lay day think fine aye aye fine aye aye stuck inside aye ayeembe,{'compound': 0.7845}
17,Hassan,['Lauren Sanderson'],straight vibin,62aap5B2EcMMcQ3DWNoB6L,"17 LyricsI got nowhere to go
Just me and myself and the static on the radio
I got nowhere to be
I been lookin for a place since I was 17
I been shot down
Dragged around
Looking high and low for my identity
But even when it hurts
Know I’ll end up where I’m meant to be

Call me when you’re depressed
Real stressed
Catch a break like recess, reset
Popping pills going off the deep end
All I wanted was to be myself
And she’s thе reason
Watch some anime
And makе some motherfuckin pizza
Why do I get in my own head?
Then she said, she’ll never love herself again
No no no
I got nowhere to go
Just me and myself and the static on the radio
I got nowhere to be
I been lookin for a place since I was 17
I been shot down
Dragged around
Looking high and low for my identity
But even when it hurts
Know I’ll end up where i’m meant to be

Conversations with my inner self
I take my feelings and I put them on the highest shelf
Saving everybody else getting draining as hell
People tell you that you're selfish when you love yourself
Cause they don't love themselves
But I hope you love yourself
I hope you to take this to the heart
I hope you're doing well
Manifest your best self every second
If you're worried bout tomorrow stay present
Yeah

We got nowhere to go
Just us in the car now our song's on the radio
We got nowhere to be
We been looking for a place since we were 17
We been shot down
Dragged around
Looking high and low for our identity
But even when it hurts
Know we'll end up where we're meant to be
This song is for
Anyone trying to find themselves
Including myself
Cause let's be honest
We're all trying to fuckin find ourselves
And never forget
You're not aloneEmbed",lyricsi get static radio get lookin place shoot drag look high low identity hurt know end mean depressed real stress catch break like recess reset popping pill go deep end want reason watch anime motherfuckin pizza head say love get static radio get lookin place shoot drag look high low identity hurt know end mean conversation inner self feeling high shelf save everybody getting drain hell people tell selfish love cause love hope love hope heart hope manifest good self second worried bout tomorrow stay present yeah get car song radio get look place shoot drag look high low identity hurt know end mean song try find include cause let honest try fuckin find forget aloneembe,{'compound': -0.2263}
KIDS ON MOLLY,Hassan,['Aries'],mmmm,2oJXsocS17seGF29iYq2IT,"KIDS ON MOLLY Lyrics
Probably gon' die
Timmy don't


All the kids on molly
Call the kids on molly
What surrounds me shattered
Probably still gonna party


Turn me into a lie, how can I survive?
The media can't get off my case
The story of my life goes phony like a rhinestone
Conversation rancid, I can't taste
You talk that talking with me
Don't change it up for me
Always watchin' your back
Always fail to agree
[Pre-Chorus]
Standing upright, don't see an upside
The feeling's wrong, I can't shake it off
Fall outside the chalk outline
My heart's racin', you've made it


All the kids on molly
Call the kids on molly
What surrounds me shattered
Probably still gonna party

[Post-Chorus]
Have I grown enough?
Are you done sulkin', hun?
Really nothin' to lose
Suffered couple of bruises


Summer nights, lit me up, only you and I
Figured I'd hit you up, I'm goin' through a lot hun
Avalanche, avalanche, yellin' from the top
Crumble down, pick it up, lick it 'til it pops
The more I wonder why he can top me
You see, all the bodies, you're stackin' up, syringe
I'm bleedin' again
[Pre-Chorus]
The fire leavin' you dead inside
Frail like a dandelion
Time after time, you try
Did I forget, forget? (Yeah)


All the kids on molly
Call the kids on molly
What surrounds me shattered
Probably still gonna party

[Post-Chorus]
Have I grown enough?
Are you done sulkin', hun?
Really nothin' to lose
Suffered couple of bruises


All the kids, all the kids
Man, fuck, fuck!9Embed",kids molly lyrics probably gon die timmy kid molly kid molly surround shatter probably gon na party turn lie survive medium case story life go phony like rhinestone conversation rancid taste talk talk change watchin fail agree pre chorus stand upright upside feeling wrong shake fall outside chalk outline heart racin kid molly kid molly surround shatter probably gon na party post chorus grow sulkin hun lose suffer couple bruise summer night light figured hit lot hun avalanche avalanche yellin crumble pick lick til pop wonder body stackin syringe bleedin pre chorus fire leavin dead inside frail like dandelion time time try forget forget yeah kid molly kid molly surround shatter probably gon na party post chorus grow sulkin hun lose suffer couple bruise kid kid man fuck,{'compound': -0.9744}
1984,Hassan,['glaive'],mmmm,2oJXsocS17seGF29iYq2IT,"1984 Lyrics
She's in a red beret in a nice café
The Versace shades hide the tears on her face (It's like)
1984, we had like everything we wanted and fucking more
There was so many avenues to fucking explore
And there's this one little detail that I can't ignore


I wasn't lying when I said that you meant everything to me
But I guess everything means nothing when you're lying through your teeth
And all those nothings, they meant everything when you were next to me
And I ain't fronting that my new girl, she'll do anything for me
And I ain't lying when I said that you meant everything to me
But I guess everything means nothing when you're lying through your teeth
And all those nothings, they meant everything when you were next to me
And I ain't fronting that my new girl, she'll do anything for me

I'm asking myself, ""Why? Why are you like this?""
I try and try and try, and you don't mind it
You never seem to like all of the kindness
You never were one for all of the crying
You're fucked up in the head, I woke up in your bed
And I know that's a problem 'cause of all that you said
Like I'm a prick, I'm a dick, ""He didn't ever give a shit""
I'm an asshole, telling it, my life is a fucking trip


We're both crazy, but one of us is good at hiding it
But for right now, I ain't fucking hiding shit
And I fell in love with the finer things
The food, wine, and drink


I still wasn't lying when I said that you meant everything to me
But I guess everything means nothing when you're lying through your teeth
And all those nothings, they meant everything when you were next to me
And I ain't fronting that my new girl, she'll do anything for me
And I ain't lying when I said that you meant everything to me
But I guess everything means nothing when you're lying through your teeth
And all those nothings, they meant everything when you were next to me
And I ain't fronting that my new girl, she'll do anything for me10Embed",lyrics red beret nice versace shade hide tear face like like want fuck avenue fucking explore little detail ignore lie say mean guess mean lie tooth nothing mean ai front new girl ai lie say mean guess mean lie tooth nothing mean ai front new girl ask like try try try mind like kindness cry fuck head wake bed know problem say like prick dick shit asshole tell life fucking trip crazy good hide right ai fuck hiding shit fall love fine thing food wine drink lie say mean guess mean lie tooth nothing mean ai front new girl ai lie say mean guess mean lie tooth nothing mean ai front new girl,{'compound': -0.8987}
